HOITEMID,ITEMNAME,ADDRESS,LGA_NAME21,lat_long
5045575.0,Hunting Lodge (former),"The Water Lane, Rouse Hill",THE HILLS SHIRE,"[-33.6648032061419, 150.91391045306804]"
5045315.0,Railway Turntable,"216 Brown Street, Armidale",ARMIDALE REGIONAL,"[-30.516852815493145, 151.65274120063248]"
5045636.0,Linsley Terrace,"25, 27, 29, 31, 33, 35 Lower Fort Street Millers Point",SYDNEY,"[-33.85615948971932, 151.2073965167751]"
5044979.0,"Yean Cottage, Anglewood Estate","Yean Street, Burradoo",WINGECARRIBEE,"[-34.49340067548365, 150.40499383060904]"
5045364.0,Purulia,16 Fox Valley Road Wahroonga,KU-RING-GAI,"[-33.72791379347129, 151.11782059869722]"
5045393.0,Hydro Hotel,"Chelmsford Place, Leeton",LEETON,"[-34.55076766628242, 146.40760368446035]"
5051540.0,Gledswood,900 Camden Valley Way Catherine Field,CAMDEN,"[-34.002379082398726, 150.78227454634427]"
5012289.0,Windsor Railway Station Group and Former Goods Yard,"Blacktown-Richmond railway, Windsor",HAWKESBURY,"[-33.61381593532749, 150.81113876937644]"
5045504.0,Police Station (former),281 Clarence Street Sydney,SYDNEY,"[-33.872388433654066, 151.2054804008715]"
5053340.0,Port Macquarie First (Allman Hill) Burying Ground 1822 - 1824,"Clarence Street, Port Macquarie",PORT MACQUARIE-HASTINGS,"[-31.428219949285555, 152.91381227405563]"
5045353.0,Hillas Hut and other buildings,"Hillas Creek, Adelong",COOTAMUNDRA-GUNDAGAI REGIONAL,"[-35.100944163173196, 147.77528462806964]"
5012225.0,Strathfield rail underbridges,"Great Southern and Western Railway, Strathfield",STRATHFIELD,"[-33.869450316033316, 151.0916848445473]"
5053228.0,Terraces/Harbour Rocks Hotel,42-52 Harrington Street The Rocks,SYDNEY,"[-33.85981742081051, 151.20809844018405]"
5000751.0,Como Rail Bridge,"Georges River (over), Oatley",GEORGES RIVER,"[-33.99508056396836, 151.07076664175403]"
5051533.0,Port Macquarie Government House Site,2 Clarence Street Port Macquarie,PORT MACQUARIE-HASTINGS,"[-31.429211124192054, 152.91280409504952]"
5051272.0,Yass Post Office,101 Comur Street Yass,YASS VALLEY,"[-34.84192053949193, 148.91057921323792]"
5051409.0,Shop and office,88-92 George Street Parramatta,PARRAMATTA,"[-33.81397740970876, 151.0061247181747]"
5045470.0,Rookwood Cemetery and Necropolis,"East Street, Lidcombe",CUMBERLAND,"[-33.86987144228816, 151.0513157032704]"
5045654.0,Caroline Chisholm Cottage,3 Mill Street East Maitland,MAITLAND,"[-32.746454458921704, 151.58003689885592]"
5001110.0,Post Office Stores,"Little Hay Street, Sydney",SYDNEY,"[-33.878299201516825, 151.20356776535186]"
5045567.0,Wyoming Cottage,"Pacific Highway, Wyoming",CENTRAL COAST (NSW),"[-33.40194906787432, 151.34995195538585]"
5054690.0,WWII RAAF Radar Station 208 (former),Catherine Hill Bay,LAKE MACQUARIE,"[-33.13363236598147, 151.63579222849853]"
5012062.0,Kempsey rail bridge over Macleay River,"North Coast Railway, Kempsey",KEMPSEY,"[-31.086693151525317, 152.83140260072793]"
5045388.0,Pallister,95 River Road Greenwich,LANE COVE,"[-33.828060619409406, 151.18475722177624]"
5053898.0,Mount Penang Parklands,"Pacific Highway, Somersby",CENTRAL COAST (NSW),"[-33.42809248341454, 151.30045585584227]"
5045135.0,Queen Street Buildings Group,284 - 298 Queen Street Campbelltown,CAMPBELLTOWN (NSW),"[-34.069686983600455, 150.81205599213186]"
5055581.0,Dennis Big 6 Fire Engine (1939),1 Museum Drive Penrith,PENRITH,"[-33.74753664149262, 150.69349622661395]"
5000844.0,Terraces,"27a, 29a, 31a, 33, 35a Dalgety Terrace Millers Point",SYDNEY,"[-33.85744240425635, 151.20234162132564]"
5054842.0,"Rooty Hill, The","Eastern Road, Rooty Hill",BLACKTOWN,"[-33.77727431827584, 150.85250751698598]"
5045295.0,"St Andrew's Anglican Church, Hall & Rectory",313 Seven Hills Road North Seven Hills,BLACKTOWN,"[-33.76065666851703, 150.95402642268724]"
5045440.0,Carrington Hotel,"Katoomba Street, Katoomba",BLUE MOUNTAINS,"[-33.712980633596445, 150.3109274028056]"
5045074.0,Walter Sully Emporium,404-408 Argent Street Broken Hill,BROKEN HILL,"[-31.956226981987644, 141.46818158682711]"
5045584.0,Terrace,"56, 58 Kent Street Millers Point",SYDNEY,"[-33.85972976141478, 151.20386684180073]"
5012233.0,Tahmoor Railway Station Group,Main Southern Railway,WOLLONDILLY,"[-34.22347444437846, 150.59002198103252]"
5051348.0,Warehouses,6-20 Munn Street Millers Point,SYDNEY,"[-33.85843760325544, 151.2022573152041]"
5045296.0,Hillas Farm Homestead and Outbuildings,Bannaby,UPPER LACHLAN SHIRE,"[-34.431517830947946, 149.9898556999247]"
5045757.0,Cecil Hills Farm,"Sandringham Drive, Cecil Park",LIVERPOOL,"[-33.88644117005418, 150.85266479354635]"
5051468.0,Avon Dam,"Avon Dam Road, Avon Dam",WINGECARRIBEE,"[-34.35262138396636, 150.64157195843418]"
5045419.0,Tahlee Bible College,"Tahlee Road, Carrington",MID-COAST,"[-32.666780208551295, 152.00031447842449]"
5053170.0,Johnson's Building,233-235 George Street The Rocks,SYDNEY,"[-33.86317156176341, 151.20734281284203]"
5053880.0,Sewer Vent,"Falcon Street, North Sydney",NORTH SYDNEY,"[-33.82975948505354, 151.21295503852224]"
5053877.0,Burwood Sewer Vent,"Railway Parade, Burwood",BURWOOD,"[-33.87548153465495, 151.0979192468492]"
5045377.0,Aberglasslyn,"Aberglasslyn Road, Aberglasslyn",MAITLAND,"[-32.68783340583218, 151.54131507390062]"
5055580.0,Ahrens Fox PS2 Fire Engine (1929),1 Museum Drive Penrith,PENRITH,"[-33.74749869449232, 150.693496004619]"
5045710.0,First Government House Site,41 Bridge Street Sydney,SYDNEY,"[-33.863648124158395, 151.2115361791785]"
5052102.0,Our Lady of Pompeii Roman Catholic Church,"Edon Street, Yoogali",GRIFFITH,"[-34.29951300673793, 146.08293958147638]"
5051390.0,Yowaka Bridge near Eden,"State Highway 1, Eden",BEGA VALLEY,"[-36.95922843342031, 149.8716280214791]"
5001003.0,Terrace,65 Windmill Street Millers Point,SYDNEY,"[-33.85779542453299, 151.20527795985845]"
5045252.0,Varroville,196 St Andrews Road Varroville,CAMPBELLTOWN (NSW),"[-34.00394151742429, 150.82601199282942]"
5045427.0,Lydham Hall,18 Lydham Avenue Rockdale,BAYSIDE (NSW),"[-33.94490887913213, 151.13008251194907]"
5051418.0,Botany Water Reserves,1024 Botany Road Mascot,BAYSIDE (NSW),"[-33.93544485172442, 151.2122179704368]"
5045323.0,Phillip Street Terraces,39-47 Phillip Street Sydney,SYDNEY,"[-33.863990969161975, 151.21154901513066]"
5045638.0,Walka Water Works,"Oakhampton Road, East Maitland",MAITLAND,"[-32.71261820172736, 151.54889027758702]"
5056284.0,Redstone,34 Adderton Road Telopea,PARRAMATTA,"[-33.797410992743956, 151.0401357665186]"
5053871.0,Pymble Reservoir No.2 (Covered) (WS 0098),"Pacific Highway, Pymble",KU-RING-GAI,"[-33.740517303572055, 151.1394419559395]"
5056455.0,"Ben Buckler Gun Battery 1893, 9.2"" Disappearing Gun",North Bondi,WAVERLEY,"[-33.883943173114076, 151.28437456103478]"
5044976.0,New Albury Hotel,491 Kiewa Street Albury,ALBURY,"[-36.08118639758034, 146.91482634886518]"
5052604.0,Old Government Cottages Group,16 Stanley Street Bathurst,BATHURST REGIONAL,"[-33.4122077712892, 149.58443710535803]"
5001284.0,Lady Denman (M.V.),"Dent Street, Huskisson",SHOALHAVEN,"[-35.033671011999125, 150.6674118295377]"
5045052.0,Albury Technical College,502 Dean Street Albury,ALBURY,"[-36.0806600238165, 146.91796863642097]"
5045126.0,"St Ignatius Roman Catholic Church, Convent & Site",3-7 Meek Street Bourke,BOURKE,"[-30.08776969912657, 145.932088453485]"
5012125.0,Oberon Railway Station group,"Tarana-Oberon railway, Oberon",OBERON,"[-33.70060032489696, 149.85414668984833]"
5045081.0,Fairlight Homestead & Barn,"Fairlight Road, Mulgoa",PENRITH,"[-33.84007031840207, 150.60862737766405]"
5012259.0,Walcha Road Railway Station and yard group,"Main Northern Railway, Walcha Road",WALCHA,"[-30.941176848972187, 151.40234247127168]"
5045689.0,Middle Head Military Fortifications,"Middle Head Road, Middle Head",MOSMAN,"[-33.82723389718347, 151.26800241800382]"
5001064.0,Dunbar Shipwreck Group,Watsons Bay,WOOLLAHRA,"[-33.85024238222907, 151.28812106103706]"
5060566.0,Electricity Substation No. 269,36 Anglesea Street Bondi,WAVERLEY,"[-33.891458435933046, 151.26052153943493]"
5045490.0,"Ridge, The",21 Hillcrest Road Newcastle,NEWCASTLE,"[-32.94939356458573, 151.75038298645305]"
5045489.0,Berrima Post Office,"Argyle Street, Berrima",WINGECARRIBEE,"[-34.48954152818587, 150.3353748483865]"
5000861.0,Building,30 Kent Street Millers Point,SYDNEY,"[-33.85908445140577, 151.20381925189406]"
5045174.0,House,25 North Street Windsor,HAWKESBURY,"[-33.60429758868394, 150.82663703142484]"
5051362.0,Clarence Town Bridge over Williams River,Main Road 567 Clarence Town,DUNGOG,"[-32.58083677598917, 151.78226974444843]"
5056566.0,Berry Museum,135 Queen Street Berry,SHOALHAVEN,"[-34.77506266408284, 150.69863059967005]"
5045017.0,St Cloud and Site,223 Burwood Road Burwood,BURWOOD,"[-33.88615604806383, 151.10151464290786]"
5045051.0,Residence,28 Mistral Avenue Mosman,MOSMAN,"[-33.8356560466062, 151.23982631089422]"
5011967.0,Substation,1 Young Street Paddington,WOOLLAHRA,"[-33.88430191459542, 151.2253698814266]"
5051470.0,Cordeaux Dam,"Cordeaux River, Cordeaux",WOLLONGONG,"[-34.33536042674581, 150.74991208287585]"
5051395.0,St John's Anglican Cemetery,1 O'Connell Street Parramatta,PARRAMATTA,"[-33.81685443501412, 150.99840289489617]"
5054657.0,Hay Gaol,355 Church Street Hay,HAY,"[-34.50308505454394, 144.85103270780405]"
5044825.0,Blackguard Gully,"Whiteman Avenue, Young",HILLTOPS,"[-34.318738773057625, 148.31008407379005]"
5056575.0,Chinese Graves and Burner at Nyngan Cemetery,"Cemetery Road, Nyngan",BOGAN,"[-31.573969210948796, 147.2057670382186]"
5045150.0,Berrima Correctional Centre,"Argyle Street, Berrima",WINGECARRIBEE,"[-34.487702392187025, 150.3355284756051]"
5051503.0,High Conservation Value Old Growth Forest,15 Local Government Areas Upper North East NSW,CLARENCE VALLEY,"[-29.303528953135864, 152.3866927103349]"
5012292.0,Woodstock Railway Station,"Blayney-Harden railway, Woodstock",COWRA,"[-33.74319524160431, 148.84711716779893]"
5045160.0,Rose Cottage,"Rose Street, Wilberforce",HAWKESBURY,"[-33.565600312643724, 150.8400427746002]"
5044753.0,Glen Innes Post and Telegraph Office,"Grey Street, Glen Innes",GLEN INNES SEVERN,"[-29.73681701756717, 151.73618255173128]"
5053166.0,Harts Buildings,10-14 Essex Street The Rocks,SYDNEY,"[-33.861756528664074, 151.20638514816883]"
5051432.0,Petersham Service Reservoir & Site,"New Canterbury Road, Petersham",INNER WEST,"[-33.896229783189725, 151.1558310807804]"
5012129.0,Parkes Railway Station group,May Street Parkes,PARKES,"[-33.142232039747654, 148.17324115509004]"
5052865.0,St Thomas' Anglican Church,"Hay Street, Port Macquarie",PORT MACQUARIE-HASTINGS,"[-31.432165067974854, 152.9104151679526]"
5045385.0,Carisbrook,334 Burns Bay Road Lane Cove,LANE COVE,"[-33.823152344152476, 151.15018993436954]"
5053885.0,Waverley Reservoir (Elevated) (WS 0136),"Paul Street, Bondi Junction",WAVERLEY,"[-33.89452099757807, 151.2564991685983]"
5044678.0,Merriman Street Terraces,"20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 48 Merriman Street Millers Point",SYDNEY,"[-33.85748070722848, 151.20204024336354]"
5051504.0,Wellington Post Office,21 Maughan Street Wellington,DUBBO REGIONAL,"[-32.55602917236389, 148.94351708234]"
5049732.0,Lidcombe Hospital Precinct,"Joseph Street, Lidcombe",CUMBERLAND,"[-33.883695296790414, 151.04490659034548]"
5045249.0,Goulburn Brewery,"Bungonia Road, Goulburn",GOULBURN MULWAREE,"[-34.76677929466425, 149.72197373060018]"
5045328.0,Smith's Flour Mill (former),91 Newcastle Road East Maitland,MAITLAND,"[-32.74617628896099, 151.58047229683356]"
5045181.0,Exeter Farm,"2 Knightsbridge Avenue, Glenwood",BLACKTOWN,"[-33.74172068949726, 150.93359054410786]"
5054725.0,Millers Point & Dawes Point Village Precinct,"Upper Fort Street, Millers Point",SYDNEY,"[-33.85919110644799, 151.20426305881634]"
5045420.0,Chatswood South Uniting Church and Cemetery,518 Pacific Highway Lane Cove North,LANE COVE,"[-33.8058707886788, 151.1785920776273]"
5012151.0,Quirindi Railway Station group,"Main Northern railway, Quirindi",LIVERPOOL PLAINS,"[-31.505342511295567, 150.6810460632281]"
5000973.0,Royal College of Pathologists (former),84 Windmill Street Millers Point,SYDNEY,"[-33.857477946568956, 151.20568714784258]"
5012213.0,Rylstone Railway Station and yard group,"Wallerawang-Gwabegar railway, Rylstone",MID-WESTERN REGIONAL,"[-32.79635643020682, 149.97528936878464]"
5053080.0,Bathurst Cathedral Bells,All Saints Anglican Cathedral Church Street Bathurst,BATHURST REGIONAL,"[-33.41736853491114, 149.57967013439819]"
5012242.0,Temora Railway Station group,Cootamundra-Griffith railway,TEMORA,"[-34.445971946213454, 147.528600389755]"
5012092.0,Macksville Railway Station group,"North Coast Railway, Macksville",NAMBUCCA VALLEY,"[-30.709288335874007, 152.91313469420123]"
5051354.0,Barham Bridge over Murray River,"Main Road 319, Barham",MURRAY RIVER,"[-35.63052863983042, 144.1247151691484]"
5051437.0,Woollahra Reservoir WS022,5R Oxford Street Centennial Park,RANDWICK,"[-33.890377827111216, 151.24112924535504]"
5011966.0,Canterbury Railway Station group,"Bankstown railway, Canterbury",CANTERBURY-BANKSTOWN,"[-33.911796196785744, 151.11810179210195]"
5045063.0,Westpac Bank,341 George Street Sydney,SYDNEY,"[-33.86725337372375, 151.2066115753988]"
5045167.0,Cottage,203-205 Albion Street Surry Hills,SYDNEY,"[-33.884121495771424, 151.21656485271066]"
5045512.0,Connollys Mill,"Sloane Street, Goulburn",GOULBURN MULWAREE,"[-34.75265947574234, 149.72396841411538]"
5044742.0,Gold Mining Water Race,"Old Hargraves Road, Windeyer",MID-WESTERN REGIONAL,"[-32.77727875491099, 149.5165195116519]"
5051475.0,Mayfield,"Mayfield Road, Lower Boro",QUEANBEYAN-PALERANG REGIONAL,"[-35.2017705327706, 149.7921355317105]"
5045464.0,Brush Farm,"Marsden Road, Eastwood",RYDE,"[-33.79304342118911, 151.06682223029011]"
5044754.0,Inverell Post Office,97 Otho Inverell,INVERELL,"[-29.77628339020372, 151.11298933790133]"
5051207.0,Cronulla Sand Dune and Wanda Beach Coastal Landscape,"Captain Cook Drive, Cronulla",SUTHERLAND SHIRE,"[-34.03529135690144, 151.1744994264273]"
5011972.0,Cobar Railway Station and yard,"Nyngan-Cobar railway, Cobar",COBAR,"[-31.492116036617926, 145.83934739728124]"
5045060.0,Parkes Post Office,39 Currajong Street Parkes,PARKES,"[-33.136262620977185, 148.1765816363006]"
5045270.0,Welcome Inn Hotel,81 Sussex Street Sydney,SYDNEY,"[-33.86782202941257, 151.2032364308052]"
5045212.0,State Library of NSW,1 Shakespeare Place Sydney,SYDNEY,"[-33.86638818832673, 151.21313339858239]"
5045247.0,Ildemere,11-11a Bayview Point McMahons Point,NORTH SYDNEY,"[-33.84542977553637, 151.20624192137944]"
5051378.0,Middle Falbrook Bridge over Glennies Creek,"Rixs Creek-Falbrook Road, Middle Falbrook",SINGLETON,"[-32.450128055326886, 151.1494289961581]"
5045078.0,Cox's Cottage,2 St Thomas Road Mulgoa,PENRITH,"[-33.825405323672655, 150.656628400697]"
5044690.0,Saraton Theatre,95 Prince Street Grafton,CLARENCE VALLEY,"[-29.68886816932027, 152.9346035409148]"
5045121.0,Tenterfield Railway Station group,"Railway Avenue, Tenterfield",TENTERFIELD,"[-29.05551343817564, 152.00527194713484]"
5045582.0,Crown Street Public School,"Crown Street, Surry Hills",SYDNEY,"[-33.88224286063143, 151.21520662115725]"
5045179.0,Yasmar,185 Parramatta Road Haberfield,INNER WEST,"[-33.88076007602761, 151.1337792130095]"
5012243.0,Tempe Railway Station Group,"Illawarra railway, Tempe",INNER WEST,"[-33.92421626944101, 151.15642742394363]"
5012208.0,Richmond Railway Station and yard group,"Blacktown-Richmond railway, Richmond",HAWKESBURY,"[-33.59887726985833, 150.75263552563982]"
5045348.0,Watch House,82 Erskine Street Sydney,SYDNEY,"[-33.866567001556795, 151.20487537873916]"
5001229.0,Enginemans Resthouse,39 Brandling Street Alexandria,SYDNEY,"[-33.89842709149697, 151.1911328594303]"
5051458.0,Quartz Roasting Pits Complex,10km North Hill End,MID-WESTERN REGIONAL,"[-32.95725885929686, 149.42523407751503]"
5045177.0,Duncan House,8 The Barbette Castlecrag,WILLOUGHBY,"[-33.80465897848618, 151.2194693709582]"
5045046.0,Boronia,624-632 Military Road Mosman,MOSMAN,"[-33.82404245747593, 151.23930403552805]"
5045066.0,St John's Uniting Church and Pipe Organ,"Yeo Street, Neutral Bay",NORTH SYDNEY,"[-33.83248422985281, 151.22130643596435]"
5045076.0,Glenleigh Estate,427 Mulgoa Road Regentville,PENRITH,"[-33.77673905202058, 150.65321171455403]"
5054648.0,Evatt House,69 Junction Road Wahroonga,KU-RING-GAI,"[-33.710188724249036, 151.12751691867962]"
5014147.0,Eveleigh Chief Mechanical Engineers Office,"Great Southern and Western Railway, Redfern",SYDNEY,"[-33.89219428491826, 151.19611419355363]"
5045734.0,Hibernia Lodge,69 Collett Street Queanbeyan,QUEANBEYAN-PALERANG REGIONAL,"[-35.3496287504076, 149.23424438705484]"
5045690.0,Dappeto,171 Wollongong Road Arncliffe,BAYSIDE (NSW),"[-33.939606291539896, 151.13486125497386]"
5045136.0,Public Reserve associated with Elizabeth Farm,"Arthur Street, Rosehill",PARRAMATTA,"[-33.82080783883927, 151.01781560059578]"
5053150.0,Bushells Warehouse (former) and Bushells Place,86-88 George Street The Rocks,SYDNEY,"[-33.85773991988741, 151.2090775133228]"
5052418.0,Collingwood,"Birkdale Crescent, Liverpool",LIVERPOOL,"[-33.932816998434, 150.91840994096054]"
5045723.0,Palace Hotel,227 Argent Street Broken Hill,BROKEN HILL,"[-31.959821582778158, 141.4638111811769]"
5012287.0,Werris Creek Railway Station and yard,Main Northern Railway Werris Creek,LIVERPOOL PLAINS,"[-31.34863634298711, 150.64637765916456]"
5045362.0,CBC Bank (former),343 George Street Sydney,SYDNEY,"[-33.867474630731756, 151.20668106335916]"
5001004.0,Building,90 Windmill Street Millers Point,SYDNEY,"[-33.85746679558174, 151.20582524682433]"
5045460.0,St Paul's Anglican Church (former),346 Marsden Road Carlingford,PARRAMATTA,"[-33.78141585697793, 151.05464902357502]"
5045057.0,Model Store,582 David Street Albury,ALBURY,"[-36.07683642109932, 146.92200498121485]"
5051260.0,St Ignatius School,30 Caddell Street Wentworth,WENTWORTH,"[-34.11166534291959, 141.91592614920356]"
5012119.0,Burrinjuck Dam Site - Barren Jack Creek Water Supply Dam,Burrinjuck,YASS VALLEY,"[-34.98369094209182, 148.5953574886021]"
5051463.0,Gara River Hydro-Electric Scheme,10km Southeast Armidale,ARMIDALE REGIONAL,"[-30.59960931192317, 151.80805894178528]"
5045742.0,Woodlands,51 Church Street Newcastle,NEWCASTLE,"[-32.92847178182989, 151.7754338398286]"
5045434.0,Holly Lea & Plough Inn,"Holly Lea Road, Leumeah",CAMPBELLTOWN (NSW),"[-34.04809960601458, 150.82908779753285]"
5045008.0,Vaucluse House,"69A Wentworth Road, Vaucluse",WOOLLAHRA,"[-33.85597543796197, 151.2741658392588]"
5045572.0,Building,22 York Street Sydney,SYDNEY,"[-33.86814104869564, 151.20624471533213]"
5045652.0,Eagleton Terrace,"67, 69 Lower Fort Street Millers Point",SYDNEY,"[-33.85723443161973, 151.2062494847949]"
5045178.0,Methodist Parsonage (former),49 Macquarie Street Windsor,HAWKESBURY,"[-33.607331026195666, 150.8210895388143]"
5001230.0,Great Drain and two house sites,"Wisemans Ferry Road, Maroota South",THE HILLS SHIRE,"[-33.51103809929417, 150.92728783142076]"
5051367.0,Cooreei Bridge over Williams River,"Main Road 101, Dungog",DUNGOG,"[-32.39676905792049, 151.7640530553944]"
5051396.0,Macarthur House,8 Melville Street Parramatta,PARRAMATTA,"[-33.81174989891384, 151.0193052355872]"
5051310.0,Miss Porter's House,434 King Street Newcastle,NEWCASTLE,"[-32.92773327380905, 151.76480879238457]"
5001051.0,Terrace Duplexes,74-80 High Street Millers Point,SYDNEY,"[-33.86084442235811, 151.20317663274983]"
5045104.0,Public Trust Office,19-21 O'Connell Street Sydney,SYDNEY,"[-33.86507691896421, 151.20935017829927]"
5045664.0,Toxteth,94 Kent Street Millers Point,SYDNEY,"[-33.8605335524288, 151.20395720767996]"
5045306.0,Silverwater Prison Complex Conservation Area,"Holker Street, Silverwater",PARRAMATTA,"[-33.82905487351503, 151.0568407199195]"
5051421.0,Centennial Park Reservoir WS001,3R Oxford Street Centennial Park,RANDWICK,"[-33.8912737858847, 151.2386400995907]"
5000920.0,Upper Castlereagh Public School and residence,"Castlereagh Road, Castlereagh",PENRITH,"[-33.720650149818184, 150.6662635440196]"
5053867.0,"Pipehead, water supply canal and associated works","Frank Street, Guildford",CUMBERLAND,"[-33.84746688962731, 150.97028240685296]"
5012291.0,Wollongong Railway Station Group,"Illawarra railway, Wollongong",WOLLONGONG,"[-34.42709605208189, 150.88818552637625]"
5012077.0,Lismore railway underbridges,"North Coast railway, Lismore",LISMORE,"[-28.80212513142482, 153.271236696955]"
5045455.0,"St Jude's Anglican Church, Cemetery, Rectory, Vergers Residence",102-108 Avoca Street Randwick,RANDWICK,"[-33.91202888635624, 151.2421289852998]"
5052103.0,Prince Henry Site,1430 Anzac Parade Little Bay,RANDWICK,"[-33.980651146622215, 151.25053440885287]"
5053181.0,Observer Hotel,69 George Street The Rocks,SYDNEY,"[-33.85846642287002, 151.2088373592597]"
5045122.0,Ardsilla,5 Richard Street Bourke,BOURKE,"[-30.092948145502085, 145.93677788639621]"
5014099.0,Kiandra Courthouse/Chalet,Kiandra Kosciuszko National Park,SNOWY MONARO REGIONAL,"[-35.87332510276041, 148.4953016871443]"
5044983.0,Wilsons Farm House,310 West Botany Street Rockdale,BAYSIDE (NSW),"[-33.952550780890235, 151.14838986029667]"
5053211.0,Shops and Residences - stone,139-141 George Street The Rocks,SYDNEY,"[-33.860418481835694, 151.2083231130712]"
5012120.0,Narrandera Railway Station and yard group,"Whitton Street, Narrandera",NARRANDERA,"[-34.74008036135649, 146.55272160971055]"
5001063.0,Eveleigh Railway Workshops machinery,NULL,SYDNEY,"[-33.89451529489328, 151.19567246130532]"
5045421.0,St John the Evangelist Anglican Church Group,"Cowper Street, Stroud",MID-COAST,"[-32.405204478513205, 151.9676229739745]"
5053207.0,"Shop, Zia Pina Pizzeria",93 George Street The Rocks,SYDNEY,"[-33.85940111585029, 151.2085555131746]"
5045754.0,Toomevara Lane Chinese Market Gardens,"Toomevara Lane, Kogarah",BAYSIDE (NSW),"[-33.971075974439465, 151.1421605017062]"
5045596.0,Boomerang,42 Billyard Avenue Elizabeth Bay,SYDNEY,"[-33.870146750762416, 151.2282167979209]"
5000863.0,Terrace,46 Kent Street Millers Point,SYDNEY,"[-33.85944198541354, 151.20387572683813]"
5053189.0,Reynolds's Cottages,28-30 Harrington Street The Rocks,SYDNEY,"[-33.859410220813444, 151.20816037022985]"
5011930.0,Beverly Hills Railway Station group,"East Hills Railway, Beverly Hills",GEORGES RIVER,"[-33.94864862970289, 151.08216783232726]"
5051357.0,Bridge over Turon River at Wallaby Rocks,"Main Road 216, west of Sofala",BATHURST REGIONAL,"[-33.07366183959523, 149.64982516185842]"
5045562.0,Bishops Lodge,"Moama Street, Hay",HAY,"[-34.51921326246771, 144.84831644062555]"
5045134.0,Roseneath Cottage,40-42 O'Connell Street Parramatta,PARRAMATTA,"[-33.8070010943112, 151.00235795663983]"
5045725.0,Hobsons Shops Golden West Trading Post,"Herbert Street, Gulgong",MID-WESTERN REGIONAL,"[-32.361542318460735, 149.53402238848577]"
5051441.0,Sewage Pumping Station 18,"Rushcutters Bay Park, Rushcutters Bay",SYDNEY,"[-33.87534732092021, 151.22951542603667]"
5045226.0,Terrace,"18, 18a, 20, 20a Munn Street Millers Point",SYDNEY,"[-33.8580200072286, 151.2020016352967]"
5051408.0,Camden,60 Prospect Street Rose Hill,PARRAMATTA,"[-33.823896870626584, 151.01528534654673]"
5045083.0,Richmond Main Colliery,"South Maitland Coalfields, Kurri Kurri",CESSNOCK,"[-32.858044453168354, 151.4790900698469]"
5053157.0,Cumberland Place and Steps,Cumberland Place The Rocks,SYDNEY,"[-33.860179403761464, 151.20754615121444]"
5012226.0,Stuart Town Railway Station group,"Main Western railway, Stuart Town",DUBBO REGIONAL,"[-32.801163304500434, 149.078228511678]"
5045228.0,Lindesay,1a Carthona Avenue Darling Point,WOOLLAHRA,"[-33.867472805831845, 151.239856309616]"
5045628.0,Shop & Residence,79 Lower Fort Street Millers Point,SYDNEY,"[-33.8574359056012, 151.20603593679837]"
5012078.0,Leeton Railway Station and yard group,"Dunn Avenue, Leeton",LEETON,"[-34.55430071056479, 146.39759779559844]"
5011981.0,Crookwell Railway Station and yard group,Goulburn-Crookwell railway,UPPER LACHLAN SHIRE,"[-34.45779749410134, 149.47547324567753]"
5060783.0,Torin Building,26 Coombes Drive Penrith,PENRITH,"[-33.743901183306626, 150.70268489377713]"
5053370.0,Binnawee Homestead and Outbuildings,111 Lester's Lane Mudgee,MID-WESTERN REGIONAL,"[-32.50994569631837, 149.50857862408895]"
5045303.0,Point Stephens Lighthouse Group,"Shark Island, Port Stephens",PORT STEPHENS,"[-32.74414915343655, 152.19983718590464]"
5045133.0,Camden Park,"Elizabeth Macarthur Avenue, Camden Park",WOLLONDILLY,"[-34.090377750550694, 150.7226493583309]"
5045264.0,Lilianfels,10-16 Panorama Drive Katoomba,BLUE MOUNTAINS,"[-33.72939802866374, 150.31039728876968]"
5051462.0,Parramatta Park and Old Government House,"O'Connell Street, Parramatta",PARRAMATTA,"[-33.809087154807415, 150.9967572261631]"
5012290.0,Wingello Railway Station group,Railway Parade Wingello,WINGECARRIBEE,"[-34.69194866275142, 150.15874214305478]"
5045101.0,Marrickville Town Hall (former),96-106 Illawarra Road Marrickville,INNER WEST,"[-33.906157480624685, 151.15975375288795]"
5051353.0,South Head Signal Station,"Old South Head Road, Watsons Bay",WOOLLAHRA,"[-33.850427471108205, 151.28681721419832]"
5051411.0,Endrim,54 Sorrell Street Parramatta,PARRAMATTA,"[-33.80445877483527, 151.00821047514148]"
5045068.0,Lands Board Office,108 Faulkner Street Armidale,ARMIDALE REGIONAL,"[-30.514128666807338, 151.66677675023521]"
5045319.0,Tulloona,562 Ballina Road Goonellabah,LISMORE,"[-28.815338859341686, 153.31868551183086]"
5012012.0,Georges Plains Railway Station group,"Main Western railway, Georges Plains",BATHURST REGIONAL,"[-33.5136381895981, 149.5221901736968]"
5045230.0,Terrace,"86, 88 Windmill Street Millers Point",SYDNEY,"[-33.857475338575036, 151.2057524148336]"
5045568.0,Terrace,"22, 24, 26, 30, 32 Argyle Place Millers Point",SYDNEY,"[-33.8580642414166, 151.2040115170035]"
5045224.0,"Christ Church, Churchyard & Cemetery","Bong Bong Road, Bong Bong",WINGECARRIBEE,"[-34.53794998658793, 150.39166164571296]"
